date,hours_opened,tips_normalized,total_sales_normalized,in_store_orders,item_A_sales,item_B_sales,item_C_sales,HCF_sales,type_of_day,avg_temperature,rain,snow,is_long_weekend,is_HCF,is_holiday,season,day_of_week
2024-11-18,11,254.64,5354.61,338.67,1709.0,1333.53,1137.96,0.0,Weekday,4.94,3.5,0.0,False,False,False,Fall,Monday
2024-11-19,11,206.46,5158.6,362.52,1547.98,1366.27,1126.81,0.0,Weekday,4.55,14.1,4.0,False,False,False,Fall,Tuesday
2024-11-20,11,243.39,5354.38,356.03,1622.12,1515.17,1134.49,0.0,Weekday,8.1,11.5,0.0,False,False,False,Fall,Wednesday
2024-11-21,11,285.81,5824.06,356.78,1929.95,1605.0,1175.44,0.0,Weekday,8.1,0.5,0.0,False,False,False,Fall,Thursday
2024-11-22,12,380.07,6968.46,465.62,2242.16,2245.66,1349.56,0.0,Friday,8.8,5.1,0.0,False,False,False,Fall,Friday
2024-11-23,12,530.55,8104.91,481.48,2660.74,2637.69,1326.16,0.0,Weekend,8.75,2.6,0.0,False,False,False,Fall,Saturday
2024-11-24,12,379.2,7141.31,407.72,2582.19,2052.91,1267.32,0.0,Weekend,6.95,3.0,0.0,False,False,False,Fall,Sunday
2024-11-25,11,268.8,5451.68,363.02,1666.59,1484.95,1111.12,0.0,Weekday,5.09,0.0,0.0,False,False,False,Fall,Monday
2024-11-26,11,294.06,5275.46,353.24,1606.3,1468.09,1092.25,0.0,Weekday,3.05,0.0,0.0,False,False,False,Fall,Tuesday
2024-11-27,11,176.34,5253.45,328.98,1555.94,1451.77,1131.46,0.0,Weekday,4.15,0.9,0.0,False,False,False,Fall,Wednesday
2024-11-28,11,193.68,5317.73,356.13,1612.58,1457.81,1178.77,0.0,Weekday,3.45,0.0,0.0,False,False,False,Fall,Thursday
2024-11-29,12,335.94,6270.56,366.18,2179.97,1702.18,1267.51,0.0,Friday,3.1,0.0,0.0,False,False,False,Fall,Friday
2024-11-30,12,409.89,7442.46,496.83,2463.99,2541.09,1192.91,0.0,Weekend,5.65,0.2,0.0,False,False,False,Fall,Saturday
2024-12-01,12,490.86,7276.14,464.06,2492.65,2107.45,1376.56,0.0,Weekend,3.95,0.0,0.0,False,False,False,Winter,Sunday
2024-12-02,11,178.59,4975.15,308.18,1516.5,1353.37,1051.37,0.0,Weekday,2.45,0.0,0.0,False,False,False,Winter,Monday
2024-12-03,11,196.32,5361.68,351.59,1626.8,1531.15,1083.54,0.0,Weekday,2.59,0.0,0.0,False,False,False,Winter,Tuesday
2024-12-04,11,203.76,5382.52,354.44,1678.95,1351.65,1250.04,0.0,Weekday,1.54,0.0,0.0,False,False,False,Winter,Wednesday
2024-12-05,11,256.2,5758.75,333.04,1830.77,1571.54,1161.27,0.0,Weekday,3.7,0.0,0.0,False,False,False,Winter,Thursday
2024-12-06,12,261.09,5925.88,376.29,1972.89,1661.52,1134.5,0.0,Friday,7.6,6.3,0.0,False,False,False,Winter,Friday
2024-12-07,12,464.85,7076.49,419.78,2327.52,2163.12,1185.19,0.0,Weekend,8.75,12.6,0.0,False,False,False,Winter,Saturday
2024-12-08,12,395.34,6668.87,449.36,2263.47,1958.38,1254.74,0.0,Weekend,6.15,1.1,0.0,False,False,False,Winter,Sunday
2024-12-09,11,239.64,5528.59,360.97,1702.55,1585.18,1153.31,0.0,Weekday,4.59,0.0,0.0,False,False,False,Winter,Monday
2024-12-10,11,240.27,5484.3,385.79,1694.44,1574.63,1095.2,0.0,Weekday,2.04,0.0,0.0,False,False,False,Winter,Tuesday
2024-12-11,11,212.55,5587.43,356.89,1844.22,1354.74,1269.65,0.0,Weekday,4.8,0.0,0.0,False,False,False,Winter,Wednesday
2024-12-12,11,226.77,5515.97,379.92,1666.17,1456.1,1137.27,0.0,Weekday,3.15,0.8,0.0,False,False,False,Winter,Thursday
2024-12-13,12,387.54,6446.37,415.31,2038.24,1862.88,1275.13,0.0,Friday,6.25,11.0,0.0,False,False,False,Winter,Friday
2024-12-14,12,407.91,6577.87,383.44,2205.73,1964.34,1248.86,0.0,Weekend,7.4,2.7,0.0,False,False,False,Winter,Saturday
2024-12-15,12,553.11,7650.86,442.55,2820.53,2243.38,1265.45,0.0,Weekend,5.5,0.0,0.0,False,False,False,Winter,Sunday
2024-12-16,11,210.42,5545.79,379.05,1682.3,1531.15,1110.71,0.0,Weekday,4.25,4.2,0.0,False,False,False,Winter,Monday
2024-12-17,11,255.9,5817.51,349.56,1911.21,1597.23,1131.22,0.0,Weekday,5.8,22.7,0.0,False,False,False,Winter,Tuesday
2024-12-18,11,279.81,5740.7,409.93,1704.51,1620.82,1157.95,0.0,Weekday,8.5,27.8,0.0,False,False,False,Winter,Wednesday
2024-12-19,11,205.56,5669.19,365.63,1692.43,1618.96,1178.98,0.0,Weekday,7.7,7.8,0.0,False,False,False,Winter,Thursday
2024-12-20,12,335.28,6468.69,425.86,2111.16,1919.89,1253.67,0.0,Friday,9.55,2.3,0.0,False,False,False,Winter,Friday
2024-12-21,12,413.76,6658.21,441.67,2180.04,1938.79,1272.08,0.0,Weekend,7.15,5.8,0.0,False,False,False,Winter,Saturday
2024-12-22,12,483.48,7340.21,438.43,2361.65,2335.29,1248.03,0.0,Weekend,7.8,6.2,0.0,False,False,False,Winter,Sunday
2024-12-23,11,402.51,6461.37,447.25,1842.18,2116.92,1243.58,0.0,Weekday,9.05,0.0,0.0,False,False,False,Winter,Monday
2024-12-24,5,76.38,4732.12,257.23,1380.33,1192.75,1053.07,0.0,Weekday,8.5,5.7,0.0,False,False,False,Winter,Tuesday
2024-12-25,11,368.91,6945.79,352.09,2692.11,1632.13,1346.44,0.0,Holiday,6.5,15.4,0.0,False,False,True,Winter,Wednesday
2024-12-26,11,444.96,6904.13,444.74,2332.98,1975.9,1257.85,0.0,Holiday,6.2,29.3,0.0,False,False,True,Winter,Thursday
2024-12-27,12,465.57,6772.79,433.67,2345.71,2028.89,1228.56,0.0,Friday,6.75,5.0,0.0,False,False,False,Winter,Friday
2024-12-28,12,498.48,7359.51,415.54,2455.84,2379.73,1293.89,0.0,Weekend,8.55,7.1,0.0,False,False,False,Winter,Saturday
2024-12-29,12,391.65,7160.57,472.95,2458.33,2242.5,1276.66,0.0,Weekend,5.09,8.1,0.0,False,False,False,Winter,Sunday
2024-12-30,11,404.94,6679.33,440.45,2134.39,2055.13,1239.93,0.0,Weekday,4.25,10.7,0.0,False,False,False,Winter,Monday
2024-12-31,5,213.51,5043.71,309.27,1542.14,1295.91,1123.95,0.0,Weekday,4.95,1.4,0.0,False,False,False,Winter,Tuesday
2025-01-01,11,467.91,7550.67,447.13,2831.29,2079.09,1314.42,0.0,Holiday,3.3,0.0,0.0,False,False,True,Winter,Wednesday
2025-01-02,11,339.39,6487.63,443.67,2254.26,1838.02,1288.28,0.0,Weekday,2.6,5.0,0.0,False,False,False,Winter,Thursday
2025-01-03,12,357.57,6930.11,462.14,2266.05,2120.71,1292.86,0.0,Friday,3.5,5.9,0.0,False,False,False,Winter,Friday
2025-01-04,12,422.37,7367.0,490.4,2476.71,2302.2,1310.76,0.0,Weekend,5.9,6.9,0.0,False,False,False,Winter,Saturday
2025-01-05,12,477.66,7518.43,460.12,2692.19,2257.86,1238.97,0.0,Weekend,4.69,2.2,0.0,False,False,False,Winter,Sunday
2025-01-06,11,259.44,5819.84,342.43,1786.51,1663.98,1117.27,0.0,Weekday,2.8,0.0,0.0,False,False,False,Winter,Monday
2025-01-07,11,126.63,5016.84,396.71,1461.89,1449.12,1059.82,0.0,Weekday,3.75,1.3,0.0,False,False,False,Winter,Tuesday
2025-01-08,11,206.58,5592.88,363.46,1739.4,1629.59,1091.42,0.0,Weekday,3.8,0.0,0.0,False,False,False,Winter,Wednesday
2025-01-09,11,265.35,5518.59,383.81,1743.19,1605.17,1106.22,0.0,Weekday,3.9,0.0,0.0,False,False,False,Winter,Thursday
2025-01-10,12,415.14,6626.04,414.47,2127.05,2014.28,1240.56,0.0,Friday,7.15,8.6,0.0,False,False,False,Winter,Friday
2025-01-11,12,609.33,8194.79,510.56,2717.93,2708.11,1415.55,0.0,Weekend,4.3,0.0,0.0,False,False,False,Winter,Saturday
2025-01-12,11,497.61,7605.65,497.99,2659.14,2334.55,1302.23,0.0,Weekend,3.6,3.2,0.0,False,False,False,Winter,Sunday
2025-01-13,11,202.47,5204.58,320.58,1601.52,1342.26,1122.89,0.0,Weekday,1.7,0.0,0.0,False,False,False,Winter,Monday
2025-01-14,11,140.37,5164.49,344.46,1605.92,1358.16,1128.46,0.0,Weekday,3.45,0.0,0.0,False,False,False,Winter,Tuesday
2025-01-15,11,258.6,5823.63,368.45,1867.6,1567.4,1171.95,0.0,Weekday,2.59,0.0,0.0,False,False,False,Winter,Wednesday
2025-01-16,11,225.78,5823.19,374.65,1885.23,1680.78,1120.9,0.0,Weekday,4.3,0.4,0.0,False,False,False,Winter,Thursday
2025-01-17,12,494.01,6914.66,440.36,2043.81,2350.79,1199.23,0.0,Friday,1.95,0.0,0.0,False,False,False,Winter,Friday
2025-01-18,12,652.26,9083.25,557.92,3348.35,2576.7,1346.42,1473.96,Weekend,0.7,0.0,0.0,False,True,False,Winter,Saturday
2025-01-19,11,582.12,7852.15,529.1,2646.09,2098.36,1313.3,1504.52,Weekend,0.85,0.0,0.0,False,True,False,Winter,Sunday
2025-01-20,11,341.55,6203.89,397.69,1856.02,1745.03,1169.19,1238.29,Weekday,0.45,0.0,0.0,False,True,False,Winter,Monday
2025-01-21,11,267.33,5828.3,396.85,1602.82,1602.7,1147.65,1340.36,Weekday,0.95,0.0,0.0,False,True,False,Winter,Tuesday
2025-01-22,11,312.06,6027.2,405.9,1884.87,1523.97,1184.29,1218.43,Weekday,1.6,0.0,0.0,False,True,False,Winter,Wednesday
2025-01-23,11,266.73,5935.92,382.89,1948.64,1579.08,1089.88,1200.68,Weekday,0.99,0.0,0.0,False,True,False,Winter,Thursday
2025-01-24,12,420.27,6930.16,448.38,2062.92,2128.96,1174.29,1304.83,Friday,0.89,0.0,0.0,False,True,False,Winter,Friday
2025-01-25,12,671.58,8689.92,508.56,2865.15,2509.76,1279.75,1629.25,Weekend,0.35,0.0,0.0,False,True,False,Winter,Saturday
2025-01-26,11,619.44,8093.98,483.07,2453.08,2325.6,1280.47,1621.41,Weekend,0.94,0.0,0.0,False,True,False,Winter,Sunday
2025-01-27,11,292.11,5872.18,370.58,1590.24,1579.26,1106.47,1371.16,Weekday,0.65,0.0,0.0,False,True,False,Winter,Monday
2025-01-28,11,292.29,5830.38,354.25,1863.97,1534.69,1155.68,1132.75,Weekday,0.85,0.0,0.0,False,True,False,Winter,Tuesday
2025-01-29,11,272.22,5763.72,355.24,1805.08,1593.17,1075.54,1176.05,Weekday,1.29,0.0,0.0,False,True,False,Winter,Wednesday
2025-01-30,11,179.82,5201.15,402.4,1460.71,1389.11,1112.6,1190.51,Weekday,3.0,4.7,0.0,False,True,False,Winter,Thursday
2025-01-31,12,498.21,7109.58,487.96,2169.25,2158.0,1236.42,1336.81,Friday,5.3,15.8,0.0,False,True,False,Winter,Friday
2025-02-01,12,599.52,8228.66,536.4,2759.17,2487.52,1331.78,1310.46,Weekend,2.35,0.0,0.0,False,True,False,Winter,Saturday
2025-02-02,11,425.97,6458.41,391.04,2216.11,1595.29,1092.79,1357.09,Weekend,0.5,1.2,5.8,False,True,False,Winter,Sunday
2025-02-03,11,234.69,5554.6,328.77,1777.6,1324.89,1098.65,1226.19,Weekday,-2.25,0.0,5.5,False,True,False,Winter,Monday
2025-02-04,11,253.05,5532.19,376.0,1586.37,1422.25,1117.09,1294.34,Weekday,-3.5,0.0,5.0,False,True,False,Winter,Tuesday
2025-02-05,11,147.18,5351.48,361.48,1680.28,1373.94,1062.56,1168.8,Weekday,-4.95,0.0,0.0,False,True,False,Winter,Wednesday
2025-02-06,11,262.32,5746.86,388.53,1789.96,1364.58,1111.44,1324.6,Weekday,-2.3,0.0,0.0,False,True,False,Winter,Thursday
2025-02-07,12,349.74,6482.51,442.22,2020.31,1643.78,1182.87,1472.82,Friday,-3.4,0.0,0.0,False,True,False,Winter,Friday
2025-02-08,12,563.25,7809.6,505.43,2420.96,2289.19,1202.12,1543.84,Weekend,0.5,0.0,0.2,False,True,False,Winter,Saturday
2025-02-09,11,643.02,8045.97,502.52,2836.64,1838.16,1228.4,1665.72,Weekend,-0.45,0.3,0.0,False,True,False,Winter,Sunday
2025-02-10,11,231.63,5493.46,400.0,1694.85,1461.26,1095.83,1195.79,Weekday,-1.95,0.0,0.0,False,True,False,Winter,Monday
2025-02-11,11,252.57,5603.58,336.46,1661.72,1475.51,1135.25,1210.5,Weekday,-4.2,0.0,0.0,False,True,False,Winter,Tuesday
2025-02-12,11,310.89,5611.75,325.29,1579.94,1494.55,1065.59,1376.43,Weekday,-3.3,0.0,0.0,False,True,False,Winter,Wednesday
2025-02-13,11,275.22,5818.66,409.31,1679.49,1528.68,1090.75,1350.09,Weekday,-2.45,0.0,0.0,False,True,False,Winter,Thursday
2025-02-14,12,587.1,8274.32,541.02,2678.71,2435.77,1324.32,1490.51,Friday,0.64,0.0,0.0,False,True,False,Winter,Friday
2025-02-15,12,480.18,7441.26,476.83,2476.71,2425.76,1396.78,0.0,Weekend,3.3,3.3,0.0,True,False,False,Winter,Saturday
2025-02-16,11,674.73,8826.99,499.28,3021.51,2746.82,1441.2,0.0,Weekend,4.94,5.0,0.0,True,False,False,Winter,Sunday
2025-02-17,11,569.97,7830.8,485.05,2421.71,2703.54,1314.68,0.0,Holiday,5.3,1.9,0.0,True,False,True,Winter,Monday
2025-02-18,11,270.54,5853.76,395.22,1739.0,1755.41,1238.19,0.0,Weekday,7.0,0.3,0.0,False,False,False,Winter,Tuesday
2025-02-19,11,245.37,5984.58,381.93,1954.18,1670.36,1153.43,0.0,Weekday,7.8,9.6,0.0,False,False,False,Winter,Wednesday
2025-02-20,11,304.53,5901.24,389.84,1765.32,1783.01,1132.81,0.0,Weekday,7.65,0.8,0.0,False,False,False,Winter,Thursday
2025-02-21,12,398.31,6653.51,470.17,2113.97,2063.86,1186.67,0.0,Friday,7.1,12.9,0.0,False,False,False,Winter,Friday
2025-02-22,12,671.19,7869.79,469.17,2327.57,2611.39,1417.61,0.0,Weekend,9.19,14.2,0.0,False,False,False,Winter,Saturday
2025-02-23,11,512.85,7518.19,482.66,2422.38,2360.38,1293.29,0.0,Weekend,8.85,9.8,0.0,False,False,False,Winter,Sunday
2025-02-24,11,243.6,5569.76,372.9,1671.66,1556.18,1160.42,0.0,Weekday,8.64,4.0,0.0,False,False,False,Winter,Monday
2025-02-25,11,212.04,5359.26,399.63,1574.07,1545.4,1117.07,0.0,Weekday,7.85,15.6,0.0,False,False,False,Winter,Tuesday
2025-02-26,11,306.87,6006.52,424.9,1792.55,1720.6,1185.23,0.0,Weekday,8.35,0.0,0.0,False,False,False,Winter,Wednesday
2025-02-27,11,289.11,5753.93,368.45,1521.65,1868.83,1194.42,0.0,Weekday,9.3,0.0,0.0,False,False,False,Winter,Thursday
2025-02-28,12,558.0,7576.17,507.75,2306.83,2585.09,1269.27,0.0,Friday,8.44,0.0,0.0,False,False,False,Winter,Friday
2025-03-01,12,589.22,8408.41,587.81,2696.43,2917.26,1360.65,0.0,Weekend,7.05,0.0,0.0,False,False,False,Spring,Saturday
2025-03-02,11,653.29,8411.8,495.04,2856.96,2699.48,1316.8,0.0,Weekend,7.65,0.0,0.0,False,False,False,Spring,Sunday
2025-03-03,11,258.45,5871.62,355.31,1860.25,1602.48,1146.9,0.0,Weekday,7.55,0.2,0.0,False,False,False,Spring,Monday
2025-03-04,11,276.66,6099.12,367.65,1928.74,1824.79,1155.75,0.0,Weekday,8.3,2.9,0.0,False,False,False,Spring,Tuesday
2025-03-05,11,293.01,5730.48,384.61,1718.67,1666.77,1191.8,0.0,Weekday,6.55,0.5,0.0,False,False,False,Spring,Wednesday
2025-03-06,11,299.67,5986.97,383.08,1698.16,1912.47,1149.8,0.0,Weekday,5.4,0.0,0.0,False,False,False,Spring,Thursday
2025-03-07,12,488.01,7558.73,498.47,2260.34,2623.82,1305.46,0.0,Friday,5.3,0.0,0.0,False,False,False,Spring,Friday
2025-03-08,12,881.5,9193.93,519.92,3221.73,2888.37,1517.13,0.0,Weekend,8.1,18.3,0.0,False,False,False,Spring,Saturday
2025-03-09,11,472.38,7216.72,417.84,2355.51,2056.29,1230.22,0.0,Weekend,7.2,9.8,0.0,False,False,False,Spring,Sunday
2025-03-10,11,226.8,5876.3,362.54,1760.03,1673.79,1176.63,0.0,Weekday,5.15,1.3,0.0,False,False,False,Spring,Monday
2025-03-11,11,256.05,5763.97,384.82,1801.86,1519.04,1155.56,0.0,Weekday,5.45,4.0,0.0,False,False,False,Spring,Tuesday
2025-03-12,11,215.4,5643.96,373.23,1752.22,1572.37,1142.15,0.0,Weekday,6.5,8.9,0.0,False,False,False,Spring,Wednesday
2025-03-13,11,336.39,6305.48,385.44,1765.8,2005.01,1194.3,0.0,Weekday,6.25,0.4,0.0,False,False,False,Spring,Thursday
2025-03-14,12,460.17,7602.0,470.43,2317.78,2432.74,1276.01,0.0,Friday,6.1,0.0,0.0,False,False,False,Spring,Friday
2025-03-15,12,718.58,8265.51,487.56,2691.77,2704.08,1308.65,0.0,Weekend,6.3,5.2,0.0,False,False,False,Spring,Saturday
2025-03-16,11,601.29,8026.83,545.05,2614.78,2646.72,1256.24,0.0,Weekend,7.25,0.4,0.0,False,False,False,Spring,Sunday
2025-03-17,11,295.14,5943.71,343.26,1649.58,1826.84,1119.88,0.0,Weekday,5.2,0.0,0.0,False,False,False,Spring,Monday
2025-03-18,11,404.67,6515.86,399.57,2138.95,1847.35,1302.51,0.0,Weekday,4.7,0.0,0.0,False,False,False,Spring,Tuesday
2025-03-19,11,357.6,6153.63,345.36,1931.94,1780.86,1132.42,0.0,Weekday,7.75,2.0,0.0,False,False,False,Spring,Wednesday
2025-03-20,11,289.53,5773.33,337.84,1810.04,1635.43,1179.03,0.0,Weekday,7.15,6.9,0.0,False,False,False,Spring,Thursday
2025-03-21,12,470.94,7748.97,493.83,2453.55,2715.27,1325.05,0.0,Friday,7.05,9.5,0.0,False,False,False,Spring,Friday
2025-03-22,12,755.55,9089.2,553.83,2848.76,3146.45,1361.93,0.0,Weekend,6.75,6.1,0.0,False,False,False,Spring,Saturday
2025-03-23,11,546.57,7345.14,449.29,2635.72,2085.42,1338.44,0.0,Weekend,7.94,14.0,0.0,False,False,False,Spring,Sunday
2025-03-24,11,243.81,5947.68,403.58,1778.8,1710.09,1221.92,0.0,Weekday,10.1,10.9,0.0,False,False,False,Spring,Monday
2025-03-25,11,368.34,6427.43,407.83,1993.28,1990.04,1222.9,0.0,Weekday,12.05,1.7,0.0,False,False,False,Spring,Tuesday
2025-03-26,11,350.61,6765.15,450.05,2206.82,2201.5,1215.49,0.0,Weekday,11.65,8.0,0.0,False,False,False,Spring,Wednesday
2025-03-27,11,378.72,6205.69,424.2,1971.66,1911.28,1198.68,0.0,Weekday,12.5,12.4,0.0,False,False,False,Spring,Thursday
2025-03-28,12,532.65,7839.48,499.75,2582.62,2408.8,1363.32,0.0,Friday,10.0,2.3,0.0,False,False,False,Spring,Friday
2025-03-29,12,750.51,8977.91,582.38,2897.75,3069.44,1510.59,0.0,Weekend,9.69,2.4,0.0,False,False,False,Spring,Saturday
2025-03-30,11,528.74,7499.68,482.62,2466.17,2518.94,1200.83,0.0,Weekend,6.6,0.0,0.0,False,False,False,Spring,Sunday
2025-04-01,11,267.99,5667.0,390.87,1761.0,1614.69,1164.93,0.0,Weekday,9.15,3.8,0.0,False,False,False,Spring,Tuesday
2025-04-02,11,319.35,6146.58,387.22,1816.68,1850.37,1250.56,0.0,Weekday,8.9,8.4,0.0,False,False,False,Spring,Wednesday
2025-04-03,11,364.89,6478.12,410.11,1851.4,1994.91,1301.69,0.0,Weekday,8.05,0.0,0.0,False,False,False,Spring,Thursday
2025-04-04,12,500.97,7847.18,505.4,2361.78,2909.05,1283.26,0.0,Friday,8.44,0.0,0.0,False,False,False,Spring,Friday
2025-04-05,12,684.51,8333.45,503.23,2741.58,2875.41,1328.56,0.0,Weekend,11.4,0.0,0.0,False,False,False,Spring,Saturday
2025-04-06,11,515.62,7693.29,458.47,2729.06,2221.16,1389.98,0.0,Weekend,12.25,27.5,0.0,False,False,False,Spring,Sunday
2025-04-08,11,290.82,5861.2,389.22,1901.71,1681.45,1195.89,0.0,Weekday,9.69,12.9,0.0,False,False,False,Spring,Tuesday
2025-04-09,11,403.83,6314.36,389.48,1931.69,1722.78,1360.09,0.0,Weekday,9.8,0.0,0.0,False,False,False,Spring,Wednesday
2025-04-10,11,329.61,6130.38,411.44,1935.01,1734.26,1230.27,0.0,Weekday,11.8,0.4,0.0,False,False,False,Spring,Thursday
2025-04-11,12,502.95,7809.7,457.23,2620.86,2413.13,1407.46,0.0,Friday,8.1,0.0,0.0,False,False,False,Spring,Friday
2025-04-12,12,776.93,8762.29,556.71,2800.35,3174.9,1301.03,0.0,Weekend,9.19,0.0,0.0,False,False,False,Spring,Saturday
2025-04-13,11,576.58,7993.34,486.05,2663.97,2574.15,1427.45,0.0,Weekend,7.45,0.0,0.0,False,False,False,Spring,Sunday
2025-04-14,11,368.31,6205.64,417.57,1931.83,1902.15,1213.74,0.0,Weekday,8.8,0.0,0.0,False,False,False,Spring,Monday
2025-04-15,11,317.43,6256.89,436.0,1793.79,1991.9,1169.07,0.0,Weekday,11.15,0.0,0.0,False,False,False,Spring,Tuesday
2025-04-16,11,339.57,6351.23,424.49,2032.32,1821.99,1219.96,0.0,Weekday,10.8,0.0,0.0,False,False,False,Spring,Wednesday
2025-04-17,11,482.79,7677.02,498.99,2397.87,2657.17,1409.77,0.0,Holiday,8.4,0.0,0.0,False,False,True,Spring,Thursday
2025-04-18,12,858.82,9554.01,557.42,2966.04,3318.52,1438.04,0.0,Holiday,10.3,0.0,0.0,True,False,True,Spring,Friday
2025-04-19,12,670.09,8931.83,497.81,3104.77,2815.83,1569.19,0.0,Weekend,11.05,0.8,0.0,True,False,False,Spring,Saturday
2025-04-20,12,739.96,8562.43,520.52,2939.22,2715.35,1478.12,0.0,Weekend,10.75,0.2,0.0,True,False,False,Spring,Sunday
2025-04-21,11,419.5,6788.93,424.97,1995.81,2100.79,1327.59,0.0,Holiday,9.25,0.0,0.0,True,False,True,Spring,Monday
2025-04-22,11,348.66,6191.56,427.27,1784.14,1882.11,1320.87,0.0,Weekday,7.55,0.0,0.0,False,False,False,Spring,Tuesday
2025-04-23,11,384.51,6318.28,388.86,2013.27,1839.39,1201.08,0.0,Weekday,8.69,0.0,0.0,False,False,False,Spring,Wednesday
2025-04-24,11,401.82,6942.02,439.75,2288.23,1992.56,1327.28,0.0,Weekday,10.3,0.0,0.0,False,False,False,Spring,Thursday
2025-04-25,12,622.02,8275.69,546.74,2558.77,2871.13,1374.79,0.0,Friday,11.2,0.0,0.0,False,False,False,Spring,Friday
2025-04-26,12,649.12,8668.73,565.14,3045.15,2621.1,1525.43,0.0,Weekend,12.3,0.0,0.0,False,False,False,Spring,Saturday
2025-04-27,11,688.78,8889.06,577.93,3035.22,2803.82,1570.92,0.0,Weekend,11.35,0.0,0.0,False,False,False,Spring,Sunday
2025-04-28,11,328.68,6117.52,453.79,1887.54,1678.55,1305.06,0.0,Weekday,10.7,6.4,0.0,False,False,False,Spring,Monday
2025-04-29,11,275.31,6098.92,397.13,1981.96,1663.27,1207.77,0.0,Weekday,11.8,0.0,0.0,False,False,False,Spring,Tuesday
2025-04-30,11,403.29,6820.34,443.12,2139.04,2094.26,1368.06,0.0,Weekday,11.05,0.0,0.0,False,False,False,Spring,Wednesday
2025-05-01,11,390.51,6626.97,434.19,2093.51,1933.44,1315.42,0.0,Weekday,11.85,0.0,0.0,False,False,False,Spring,Thursday
2025-05-02,12,548.46,7661.62,499.5,2427.97,2360.83,1465.32,0.0,Friday,15.45,2.8,0.0,False,False,False,Spring,Friday
2025-05-03,12,738.0,9502.82,617.68,3125.4,3085.15,1678.22,0.0,Weekend,11.5,2.0,0.0,False,False,False,Spring,Saturday
2025-05-04,11,748.11,8929.46,588.51,2957.2,2727.75,1595.79,0.0,Weekend,10.35,0.0,0.0,False,False,False,Spring,Sunday
2025-05-05,11,371.49,6625.6,403.38,1995.5,1917.55,1313.96,0.0,Weekday,10.95,0.0,0.0,False,False,False,Spring,Monday
2025-05-06,11,380.37,6409.63,421.71,2058.5,1826.67,1252.87,0.0,Weekday,13.5,0.0,0.0,False,False,False,Spring,Tuesday
2025-05-07,11,312.24,6525.46,412.03,2184.2,1794.6,1291.07,0.0,Weekday,14.55,2.4,0.0,False,False,False,Spring,Wednesday
2025-05-08,11,359.58,6124.76,389.28,1927.65,1669.04,1221.74,0.0,Weekday,10.55,0.0,0.0,False,False,False,Spring,Thursday
